"Kilbeggan 8yo Single Grain (Greenore)","8.13","0.39","11","$$","Scotch-like","","","Ireland","Grain"
"Powers Signature","8.13","0.60","3","$$$","Scotch-like","","","Ireland","Blend"
"Catto's Rare Old","8.11","0.77","5","$","Scotch-like","","","Scotland","Blend"
"Tullamore Dew Blended 12yo","8.07","0.29","8","$$$","Scotch-like","","","Ireland","Blend"
"Yamazakura 16yo Blended Whisky","8.07","0.53","3","$$$$$","Scotch-like","","","Japan","Blend"
"Three Ships 5yo","8.05","0.50","9","$","Scotch-like","","","South Africa","Blend"
"2 Gingers Irish Whiskey","8.04","0.36","3","$$","Scotch-like","","","Ireland","Blend"
"Cutty Sark Storm","8.03","0.51","8","$","Scotch-like","","","Scotland","Blend"
"West Cork Original Irish Whiskey","8.01","0.50","3","$$","Scotch-like","","","Ireland","Blend"
"Famous Grouse Smoky Black (Black Grouse)","7.98","0.47","19","$$","Scotch-like","","","Scotland","Blend"
"Powers Gold Label","7.98","0.53","11","$$","Scotch-like","","","Ireland","Blend"
"White Oak Akashi Blended","7.97","0.41","6","$$$","Scotch-like","","","Japan","Blend"
"Teacher's Highland Cream","7.95","0.77","10","$","Scotch-like","","","Scotland","Blend"
"Grant's Blended Sherry Cask","7.94","0.18","5","$","Scotch-like","","","Scotland","Blend"
"Dewar's 12yo","7.91","0.28","12","$$","Scotch-like","","","Scotland","Blend"
"Islay Mist 8yo","7.91","0.46","9","$","Scotch-like","","","Scotland","Blend"
"Jameson Lively Irish Whiskey","7.91","0.39","3","$$$$","Scotch-like","","","Ireland","Blend"
"Compass Box Orangerie","7.90","0.80","7","$$","Scotch-like","","","Scotland","Blend"
"Johnnie Walker Explorers Club The Adventurer","7.88","0.06","3","$$","Scotch-like","","","Scotland","Blend"
"Jameson Irish Whiskey","7.82","0.51","19","$$","Scotch-like","","","Ireland","Blend"
"Black Bottle (after 2013 re-launch)","7.79","0.39","10","$$","Scotch-like","","","Scotland","Blend"
"Tullamore Dew Blended","7.78","0.38","16","$$","Scotch-like","","","Ireland","Blend"
"Chivas Regal 12yo","7.76","0.45","20","$$","Scotch-like","","","Scotland","Blend"
"Bushmills Original Blended","7.68","0.45","14","$$","Scotch-like","","","Ireland","Blend"
"Grant's Family Reserve Blended","7.63","0.65","13","$","Scotch-like","","","Scotland","Blend"
"Famous Grouse","7.62","0.59","17","$","Scotch-like","","","Scotland","Blend"
"Ballantine's Finest","7.61","0.61","12","$","Scotch-like","","","Scotland","Blend"
"Bell's Original Scotch Whisky","7.58","0.75","7","$","Scotch-like","","","Scotland","Blend"
"Cutty Sark","7.50","0.45","14","$","Scotch-like","","","Scotland","Blend"
"Dewar's White Label","7.49","0.74","13","$$","Scotch-like","","","Scotland","Blend"
"P&M Blended Whisky","7.46","0.96","5","$","Scotch-like","","","France","Blend"
"Johnnie Walker Red Label","7.37","0.63","18","$","Scotch-like","","","Scotland","Blend"
"Whyte & Mackay Special Reserve","7.37","0.43","6","$","Scotch-like","","","Scotland","Blend"
"J&B Rare","7.10","1.00","10","$","Scotch-like","","","Scotland","Blend"
"Yamazakura Blended Whisky","6.62","1.16","3","$$$","Scotch-like","","","Japan","Blend"
"Booker's Rye","9.29","0.21","8","$$$$$+","Rye-like","","","USA","Rye"
"Lot 40 Cask Strength","9.25","0.13","3","","Rye-like","","","Canada","Rye"
"High West Rocky Mountain Rye 16yo","9.19","0.33","4","$$$$$","Rye-like","","","USA","Rye"
"High West Rocky Mountain Rye 21yo","9.12","0.25","7","$$$$$+","Rye-like","","","USA","Rye"
"Thomas H. Handy Sazerac","9.12","0.21","14","$$$$$+","Rye-like","","","USA","Rye"
"High West Midwinter Nights Dram Rye","9.11","0.20","11","$$$$$","Rye-like","","","USA","Rye"
"Gibson's Finest Rare 18yo","9.04","0.37","10","$$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Legacy","9.03","0.36","15","$$","Rye-like","","","Canada","Blend"
"Canadian Club 30yo","9.02","0.19","6","$$$$$","Rye-like","","","Canada","Blend"
"Canadian Rockies 21yo (Batch 1/2)","8.99","0.31","7","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch C, D)","8.99","0.31","3","$$$","Rye-like","","","Canada","Blend"
"Michter's Barrel Strength Rye","8.98","0.23","4","$$$$","Rye-like","","","USA","Rye"
"Van Winkle Family Reserve Rye 13yo","8.95","0.33","8","$$$$$+","Rye-like","","","USA","Rye"
"Willett Family Estate 6yo Rye","8.94","0.18","4","$$$$","Rye-like","","","USA","Rye"
"Sazerac 18yo","8.93","0.35","13","$$$$$+","Rye-like","","","USA","Rye"
"High West Rendezvous Rye","8.92","0.31","14","$$$$","Rye-like","","","USA","Rye"
"Lot 40","8.92","0.37","20","$$","Rye-like","","","Canada","Rye"
"Amrut Rye","8.91","0.09","3","$$$$","Rye-like","","","India","Rye"
"Highwood Ninety Rye 20yo","8.89","0.24","9","$$","Rye-like","","","Canada","Blend"
"High West Bourye","8.88","0.22","7","$$$$","Rye-like","","","USA","Blend"
"Forty Creek Evolution","8.85","0.63","7","$$$","Rye-like","","","Canada","Blend"
"J.P. Wisers Red Letter","8.85","0.36","11","$$$$","Rye-like","","","Canada","Blend"
"Whistlepig 10yo","8.84","0.43","15","$$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch A, B)","8.83","0.43","16","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Hand Selected Barrel","8.82","0.28","8","$$$","Rye-like","","","Canada","Blend"
"Masterson's Straight Rye 10yo","8.82","0.45","16","$$$$","Rye-like","","","Canada","Rye"
"Whistlepig The Boss Hog","8.82","0.28","9","$$$$$","Rye-like","","","Canada","Blend"
"Forty Creek Heart of Gold","8.81","0.43","8","$$$$","Rye-like","","","Canada","Blend"
"Forty Creek Port Wood Reserve 2011/2012","8.81","0.27","9","$$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 4yo Rye","8.81","0.49","7","$$$","Rye-like","","","USA","Rye"
"Michter's 10yo Single Barrel Rye","8.79","0.31","5","$$$$$+","Rye-like","","","USA","Rye"
"Forty Creek Confederation Oak (All Batches)","8.78","0.42","18","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Union 52","8.78","0.15","4","$$$","Rye-like","","","Canada","Blend"
"Crown Royal Monarch 75th Anniversary","8.75","0.49","9","$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 25yo Rye","8.75","0.53","3","$$$$$+","Rye-like","","","USA","Rye"
"Forty Creek Founder's Reserve","8.74","0.12","3","$$$","Rye-like","","","Canada","Blend"
"Millstone Rye 100%","8.74","0.32","8","$$$$","Rye-like","","","Netherlands","Rye"
"Century Reserve 21yo","8.73","0.21","10","$$","Rye-like","","","Canada","Blend"
"Crown Royal XO","8.73","0.30","5","$$$","Rye-like","","","Canada","Blend"
"Colonel E.H. Taylor Straight Rye","8.72","0.32","6","$$$$","Rye-like","","","USA","Rye"
"Forty Creek Double Barrel Reserve","8.72","0.39","12","$$$","Rye-like","","","Canada","Blend"
"Willett Family Estate 3yo Rye","8.72","0.45","5","$$$","Rye-like","","","USA","Rye"
"Forty Creek Copper Pot Reserve","8.71","0.38","13","$","Rye-like","","","Canada","Blend"
"Pikesville Straight Rye","8.71","0.49","13","$$$$","Rye-like","","","USA","Rye"
"Willett Family Estate Rye (all ages)","8.7","0.29","12","$$$$","Rye-like","","","USA","Rye"
"High West Double Rye","8.68","0.32","13","$$","Rye-like","","","USA","Rye"
"Gooderham & Worts Four Grain","8.67","0.27","10","$$","Rye-like","","","Canada","Blend"
"Michter's Single Barrel Straight Rye","8.67","0.45","10","$$$","Rye-like","","","USA","Rye"
"Canadian Club 20yo","8.66","0.32","9","$$$","Rye-like","","","Canada","Blend"
"J.P. Wisers 18yo","8.66","0.40","14","$$$","Rye-like","","","Canada","Blend"
"Russell's Reserve 6yo Rye","8.66","0.33","6","$$$","Rye-like","","","USA","Rye"
"Stalk & Barrel 100% Rye","8.66","0.23","5","$$$","Rye-like","","","Canada","Blend"
"Jack Daniel's Single Barrel Rye","8.65","0.28","3","$$$","Rye-like","","","USA","Rye"
"Masterson's Straight Wheat 12yo","8.65","0.24","8","$$$$","Rye-like","","","Canada","Wheat"
"Pike Creek 10yo Rum-finished","8.65","0.26","3","$$","Rye-like","","","Canada","Blend"
"FEW Rye Whisky","8.64","0.54","7","$$$$","Rye-like","","","USA","Rye"
"Alberta Premium Dark Horse","8.61","0.37","15","$","Rye-like","","","Canada","Blend"
"Caribou Crossing Single Barrel","8.61","0.42","10","$$$$","Rye-like","","","Canada","Blend"
"Alberta Rye Dark Batch","8.60","0.29","6","$$","Rye-like","","","Canada","Blend"
"Danfield's 21yo","8.60","0.57","12","$$","Rye-like","","","Canada","Blend"
"Jefferson's Straight Rye 10yo","8.60","0.39","7","$$$","Rye-like","","","USA","Rye"
"Sazerac Straight Rye","8.59","0.46","13","$$","Rye-like","","","USA","Rye"
"Crown Royal Northern Harvest Rye","8.57","0.37","16","$$","Rye-like","","","Canada","Blend"
"High West Yippee Ki-Yay","8.57","0.45","6","$$$$","Rye-like","","","USA","Rye"
"Rittenhouse Rye 100 Proof","8.57","0.24","15","$$","Rye-like","","","USA","Rye"
"Collingwood 21yo","8.56","0.41","11","$$$","Rye-like","","","Canada","Blend"
"Forty Creek Confederation Oak (Batch E, F)","8.54","0.34","4","$$$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Small Batch","8.53","0.26","11","$","Rye-like","","","Canada","Blend"
"Crown Royal Reserve","8.52","0.67","13","$$$","Rye-like","","","Canada","Blend"
"George Dickel Rye","8.52","0.36","12","$$","Rye-like","","","USA","Rye"
"Knob Creek Small Batch Straight Rye Whiskey","8.52","0.42","16","$$$","Rye-like","","","USA","Rye"
"Jim Beam Pre-prohibition Rye","8.51","0.43","4","$","Rye-like","","","USA","Rye"
"Masterson's Straight Barley 10yo","8.51","0.65","6","$$$$","Rye-like","","","Canada","Barley"
"High West Double Rye Campfire Barrel","8.49","0.30","4","$$$","Rye-like","","","USA","Rye"
"Forty Creek Barrel Select","8.47","0.43","16","$","Rye-like","","","Canada","Blend"
"Woodford Reserve Straight Rye","8.46","0.25","8","$$","Rye-like","","","USA","Rye"
"Willett Family Estate 2yo Rye","8.44","0.3","7","$$$","Rye-like","","","USA","Rye"
"Prichards Rye","8.43","0.31","3","$$$$","Rye-like","","","USA","Rye"
"High West Son of Bourye","8.41","0.44","10","$$$","Rye-like","","","USA","Blend"
"Potter's Special Old","8.41","0.43","4","$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Red Blend","8.41","0.49","4","$$","Rye-like","","","Canada","Blend"
"Stalk & Barrel Cask Strength Rye","8.40","0.55","4","$$$","Rye-like","","","Canada","Blend"
"Canadian Club Reserve 10yo","8.38","0.62","9","$$","Rye-like","","","Canada","Blend"
"Wild Turkey 101 Rye","8.38","0.23","7","$$","Rye-like","","","USA","Rye"
"Crown Royal Cornerstone Blend","8.37","0.80","4","$$$","Rye-like","","","Canada","Blend"
"Centennial 10yo","8.36","0.41","6","$","Rye-like","","","Canada","Blend"
"Gibson's Bold 8yo","8.35","0.29","3","$","Rye-like","","","Canada","Blend"
"Canadian Club 100% Rye","8.34","0.44","14","$","Rye-like","","","Canada","Rye"
"Pendleton 1910","8.34","0.49","8","$$","Rye-like","","","Canada","Blend"
"Century Reserve Lot 15/25","8.33","0.91","5","$","Rye-like","","","Canada","Blend"
"Jack Daniel's Rested Tennessee Rye (Batch 1/2)","8.33","0.49","4","$$$","Rye-like","","","USA","Rye"
"66 Gilead Crimson Rye","8.31","0.46","6","$$","Rye-like","","","Canada","Blend"
"Yellow Rose Straight Rye","8.31","0.52","5","$$$","Rye-like","","","USA","Rye"
"J.P. Wiser's Double Still Rye","8.30","0.41","6","$","Rye-like","","","Canada","Blend"
"Alberta Springs 10yo","8.29","0.41","9","$","Rye-like","","","Canada","Blend"
"Crown Royal Limited Edition","8.29","0.19","10","$$","Rye-like","","","Canada","Blend"
"Bulleit Rye","8.28","0.64","16","$$","Rye-like","","","USA","Rye"
"Pike Creek 10yo Port-finished","8.28","0.51","12","$$","Rye-like","","","Canada","Blend"
"Forty Creek Three Grain Harmony","8.23","0.52","6","$$$","Rye-like","","","Canada","Blend"
"Alberta Premium","8.21","0.60","11","$","Rye-like","","","Canada","Blend"
"Canadian Club Sherry Cask","8.21","0.60","8","$$","Rye-like","","","Canada","Blend"
"Crown Royal Black","8.20","0.50","16","$$","Rye-like","","","Canada","Blend"
"Hiram Walker Special Old Rye","8.20","0.37","9","$","Rye-like","","","Canada","Blend"
"Stalk & Barrel 11+1 Canadian whisky","8.20","0.43","16","$$","Rye-like","","","Canada","Blend"
"Canadian Club Classic 12yo (Small Batch)","8.17","0.44","13","$","Rye-like","","","Canada","Blend"
"Highwood Ninety 5yo","8.16","0.70","6","$","Rye-like","","","Canada","Blend"
"Canada Gold","8.10","0.67","5","$","Rye-like","","","Canada","Blend"
"Coyote Ugly","8.10","0.50","5","$","Rye-like","","","Canada","Blend"
"Koval Single Barrel Rye","8.08","0.31","5","$$$","Rye-like","","","USA","Rye"
"Canadian Mist Black Diamond","8.07","0.51","6","$","Rye-like","","","Canada","Blend"
"J.P. Wiser's Hopped Canadian Whisky","8.06","0.53","5","$","Rye-like","","","Canada","Blend"
"Gibson's Finest 12yo","8.04","0.71","10","$","Rye-like","","","Canada","Blend"
"Royal Canadian Small Batch","8.04","0.36","12","$$","Rye-like","","","Canada","Blend"
"Canadian Club Reserve 9yo","8.02","0.45","5","$","Rye-like","","","Canada","Blend"
"Collingwood","8.02","0.32","8","$$","Rye-like","","","Canada","Blend"
"Gibson's Finest Sterling","8.01","0.39","8","$","Rye-like","","","Canada","Blend"
"Pendleton (Let'er Buck)","8.01","0.49","14","$$","Rye-like","","","Canada","Blend"
"Templeton Rye","8.01","0.36","7","$$$","Rye-like","","","USA","Rye"
"J.P. Wisers Rye","7.98","0.45","8","$","Rye-like","","","Canada","Blend"
"Wayne Gretzky No. 99 Red Cask","7.97","0.41","4","$$","Rye-like","","","Canada","Blend"
"Lohin McKinnon","7.95","0.06","3","$$$","Rye-like","","","Canada","Rye"
"Rich and Rare Reserve","7.95","0.31","6","$","Rye-like","","","Canada","Blend"
"Jim Beam Rye","7.93","0.65","9","$","Rye-like","","","USA","Rye"
"J.P. Wiser's DeLuxe","7.87","0.70","10","$","Rye-like","","","Canada","Blend"
"Schenley Golden Wedding","7.87","0.71","9","$","Rye-like","","","Canada","Blend"
"Seagram's VO","7.79","0.70","9","$","Rye-like","","","Canada","Blend"
"Black Velvet 3yo","7.76","0.88","9","$","Rye-like","","","Canada","Blend"
"Silk Tassel","7.72","0.71","4","$","Rye-like","","","Canada","Blend"
"Rich and Rare","7.68","0.61","5","$","Rye-like","","","Canada","Blend"
"Canadian Mist","7.62","0.63","11","$","Rye-like","","","Canada","Blend"
"8 Seconds","7.55","0.45","5","$$","Rye-like","","","Canada","Blend"
"Crown Royal","7.54","0.54","17","$","Rye-like","","","Canada","Blend"
"Seagram's Canadian 83","7.34","0.84","7","$","Rye-like","","","Canada","Blend"
"Canadian Club (Premium)","7.29","0.82","16","$","Rye-like","","","Canada","Blend"
"Proof Whisky","7.21","0.82","9","$$","Rye-like","","","Canada","Blend"
"Black Velvet Deluxe","7.14","0.75","8","$","Rye-like","","","Canada","Blend"
"Ellington Reserve 8yo","6.92","1.02","4","$","Rye-like","","","Canada","Blend"
"Willett Family Estate 22yo Bourbon","9.34","0.09","3","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 20yo","9.25","0.35","12","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Pappy Van Winkle Family Reserve Bourbon 15yo","9.24","0.25","10","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Elijah Craig 21yo","9.18","0.19","4","$$$$$+","Bourbon-like","","","USA","Bourbon"
"William Larue Weller","9.18","0.25","11","$$$$$+","Bourbon-like","","","USA","Bourbon"
"George T Stagg","9.17","0.30","19","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Four Roses Small Batch Limited Edition","9.10","0.22","13","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Buffalo Trace Experimental Collection 12yo floor #5 (rye, 2014)","9.08","0.23","5","$$$$$","Bourbon-like","","","USA","Bourbon"
"Old Rip Van Winkle 10yo","9.05","0.20","8","$$$$$+","Bourbon-like","","","USA","Bourbon"
"1792 Full Proof Bourbon","8.95","0.29","4","$$$","Bourbon-like","","","USA","Bourbon"
"Angel's Envy Cask Strength","8.95","0.37","8","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Colonel EH Taylor Single Barrel","8.95","0.31","6","$$$$","Bourbon-like","","","USA","Bourbon"
"Michter's 20yo Single Barrel Bourbon","8.95","0.39","4","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Willett Family Estate 17yo Bourbon","8.94","0.55","3","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Willett Family Estate Bourbon (all ages)","8.94","0.26","12","$$$$","Bourbon-like","","","USA","Bourbon"
"Blanton's Straight from the Barrel Bourbon","8.93","0.28","6","$$$$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's 150th Anniversary","8.91","0.33","3","$$$","Bourbon-like","","","USA","Bourbon"
"Henry McKenna 10yo Single Barrel BiB","8.89","0.23","8","$$","Bourbon-like","","","USA","Bourbon"
"Stagg Jr (batches 3-6)","8.89","0.20","6","$$$$","Bourbon-like","","","USA","Bourbon"
"Booker's Small Batch Straight Bourbon","8.88","0.29","16","$$$","Bourbon-like","","","USA","Bourbon"
"W.L. Weller 12yo","8.87","0.24","12","$$$$$","Bourbon-like","","","USA","Bourbon"
"Willett Family Estate 11yo Bourbon","8.87","0.22","4","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Elijah Craig Barrel Proof","8.86","0.21","9","$$$$","Bourbon-like","","","USA","Bourbon"
"Colonel EH Taylor Barrel Proof","8.85","0.21","6","$$$$","Bourbon-like","","","USA","Bourbon"
"Jefferson's 18yo Presidential Select","8.85","0.45","8","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Michter's 10yo Single Barrel Bourbon","8.83","0.44","8","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Eagle Rare 17yo","8.82","0.34","12","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Russell's Reserve Single Barrel","8.82","0.46","8","$$$$","Bourbon-like","","","USA","Bourbon"
"Knob Creek Single Barrel Reserve Bourbon","8.80","0.27","10","$$$","Bourbon-like","","","USA","Bourbon"
"Bakers Kentucky Straight Bourbon 7yo","8.79","0.30","19","$$$","Bourbon-like","","","USA","Bourbon"
"Maker's Mark 46","8.78","0.32","15","$$$","Bourbon-like","","","USA","Bourbon"
"J.P. Wiser's Last Barrels","8.76","0.31","7","$$$","Bourbon-like","","","Canada","Blend"
"Pappy Van Winkle Family Reserve Bourbon 23yo","8.75","0.53","4","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Old Forester Birthday (2012-2016)","8.74","0.15","9","$$$$$","Bourbon-like","","","USA","Bourbon"
"Wild Turkey Rare Breed","8.74","0.32","15","$$$","Bourbon-like","","","USA","Bourbon"
"Angels Envy Rye Whiskey (Rum-finished)","8.73","0.60","7","$$$$","Bourbon-like","","","USA","Bourbon"
"Blanton's Gold Kentucky Straight Bourbon","8.73","0.44","13","$$$$","Bourbon-like","","","USA","Bourbon"
"Elmer T. Lee Single Barrel Bourbon","8.73","0.42","12","$$","Bourbon-like","","","USA","Bourbon"
"Orphan Barrel Barterhouse Bourbon 20yo","8.73","0.40","12","$$$$$","Bourbon-like","","","USA","Bourbon"
"Elijah Craig 18yo","8.72","0.47","11","$$$$$","Bourbon-like","","","USA","Bourbon"
"Maker's Mark Cask Strength","8.72","0.38","9","$$$$","Bourbon-like","","","USA","Bourbon"
"Willett Pot Still Reserve","8.72","0.5","9","$$$","Bourbon-like","","","USA","Bourbon"
"Woodford Reserve Double Oaked","8.72","0.29","9","$$$$","Bourbon-like","","","USA","Bourbon"
"Evan Williams Single Barrel","8.71","0.23","15","$$","Bourbon-like","","","USA","Bourbon"
"Four Roses Single Barrel Bourbon","8.71","0.33","18","$$$","Bourbon-like","","","USA","Bourbon"
"Van Winkle Special Reserve 12yo Lot B","8.71","0.18","6","$$$$$+","Bourbon-like","","","USA","Bourbon"
"Elijah Craig 12yo","8.69","0.28","20","$$","Bourbon-like","","","USA","Bourbon"
"1792 Sweet Wheat Bourbon","8.67","0.23","6","$$$$","Bourbon-like","","","USA","Bourbon"
"Koval Single Barrel Bourbon","8.67","0.33","7","$$$","Bourbon-like","","","USA","Bourbon"
"Old Weller Antique 107","8.67","0.44","10","$$","Bourbon-like","","","USA","Bourbon"
"FEW Bourbon","8.65","0.18","7","$$$","Bourbon-like","","","USA","Bourbon"
"Jefferson's Ocean Aged at Sea","8.64","0.38","3","$$$$","Bourbon-like","","","USA","Bourbon"
"Old Grand-Dad Bourbon 114","8.64","0.24","9","$$","Bourbon-like","","","USA","Bourbon"
"Blanton's Single Barrel Bourbon","8.63","0.32","18","$$$","Bourbon-like","","","USA","Bourbon"
"Corner Creek Reserve Bourbon Whiskey","8.62","0.37","7","$$","Bourbon-like","","","USA","Bourbon"
"Colonel EH Taylor Small Batch (BiB)","8.61","0.30","11","$$$$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's Master Distiller (all series)","8.61","0.23","4","$$","Bourbon-like","","","USA","Bourbon"
"Knob Creek Small Batch 9yo Bourbon","8.61","0.40","21","$$","Bourbon-like","","","USA","Bourbon"
"1792 Single Barrel Bourbon","8.60","0.39","4","$$$","Bourbon-like","","","USA","Bourbon"
"1792 Ridgemont Reserve/Small Batch Bourbon","8.59","0.41","15","$$","Bourbon-like","","","USA","Bourbon"
"Ancient Age 10yo Kentucky Straight Bourbon","8.58","0.40","5","$","Bourbon-like","","","USA","Bourbon"
"Buffalo Trace Bourbon","8.57","0.42","19","$$","Bourbon-like","","","USA","Bourbon"
"Stagg Jr (all batches)","8.57","0.40","16","$$$$","Bourbon-like","","","USA","Bourbon"
"Bulleit 10yo","8.56","0.38","12","$$$","Bourbon-like","","","USA","Bourbon"
"Stranahan's Colorado Whiskey","8.56","0.33","12","$$$$","Bourbon-like","","","USA","Bourbon"
"Eagle Rare 10yo","8.55","0.32","20","$$","Bourbon-like","","","USA","Bourbon"
"Koval Single Barrel Four Grain","8.55","0.21","5","$$$$","Bourbon-like","","","USA","Grain"
"Jefferson's Ocean","8.53","0.19","6","$$","Bourbon-like","","","USA","Bourbon"
"Jefferson's Reserve Very Old Kentucky Straight Bourbon","8.53","0.40","7","$$$","Bourbon-like","","","USA","Bourbon"
"Wild Turkey 101 Bourbon","8.51","0.39","17","$$","Bourbon-like","","","USA","Bourbon"
"Angel's Envy Bourbon (Port-finished)","8.50","0.45","13","$$$","Bourbon-like","","","USA","Bourbon"
"Four Roses Small Batch Bourbon","8.50","0.44","13","$$","Bourbon-like","","","USA","Bourbon"
"Michter's Small Batch Bourbon","8.50","0.32","11","$$$","Bourbon-like","","","USA","Bourbon"
"Russell's Reserve Small Batch 10yo Bourbon","8.50","0.33","13","$$","Bourbon-like","","","USA","Bourbon"
"Willett Family Estate 9yo Bourbon","8.49","0.47","3","$$$$","Bourbon-like","","","USA","Bourbon"
"1792 Port Finished Bourbon","8.46","0.09","4","$$$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's Single Barrel","8.46","0.42","14","$$$","Bourbon-like","","","USA","Bourbon"
"Larceny Small Batch Bourbon","8.46","0.27","8","$$","Bourbon-like","","","USA","Bourbon"
"Stagg Jr (batches 1-2)","8.45","0.38","13","$$$$","Bourbon-like","","","USA","Bourbon"
"Very Old Barton 6yo","8.45","0.37","6","$","Bourbon-like","","","USA","Bourbon"
"Bernheim Original Straight Wheat 7yo Small Batch","8.44","0.56","18","$$","Bourbon-like","","","USA","Wheat"
"W.L. Weller Special Reserve","8.43","0.40","11","$","Bourbon-like","","","USA","Bourbon"
"Old Fitzgerald Kentucky Straight Bourbon","8.42","0.53","6","$$","Bourbon-like","","","USA","Bourbon"
"Michter's Toasted Barrel","8.41","0.16","5","$$$$","Bourbon-like","","","USA","Bourbon"
"Old Grand-Dad Bourbon 100 BiB","8.40","0.52","9","$$","Bourbon-like","","","USA","Bourbon"
"Woodford Reserve bourbon","8.4","0.36","18","$$","Bourbon-like","","","USA","Bourbon"
"Basil Haydens Kentucky Bourbon","8.38","0.26","15","$$$","Bourbon-like","","","USA","Bourbon"
"Bulleit Bourbon","8.38","0.37","20","$$","Bourbon-like","","","USA","Bourbon"
"Michter's Sour Mash","8.36","0.06","3","$$$","Bourbon-like","","","USA","Bourbon"
"Old Forester Signature (100 Proof)","8.36","0.40","8","$$","Bourbon-like","","","USA","Bourbon"
"Very Old Barton 6yo BiB","8.33","0.39","3","$$","Bourbon-like","","","USA","Bourbon"
"Evan Williams Bottled in Bond (White label)","8.32","0.53","9","$","Bourbon-like","","","USA","Bourbon"
"Balcones Baby Blue","8.30","0.73","11","$$$$","Bourbon-like","","","USA","Whiskey"
"George Dickel No.12","8.27","0.45","15","$$","Bourbon-like","","","USA","Bourbon"
"High West American Prairie","8.24","0.84","5","$$$","Bourbon-like","","","USA","Bourbon"
"Maker's Mark","8.23","0.44","22","$$","Bourbon-like","","","USA","Bourbon"
"Blanton's Special Reserve","8.21","0.30","5","$$$","Bourbon-like","","","USA","Bourbon"
"Four Roses (Yellow Label)","8.21","0.35","10","$","Bourbon-like","","","USA","Bourbon"
"Jim Beam Black Label","8.21","0.43","15","$","Bourbon-like","","","USA","Bourbon"
"Evan Williams (Black Label)","8.18","0.40","14","$","Bourbon-like","","","USA","Bourbon"
"Koval Single Barrel Millet Whiskey","8.17","0.37","4","$$$","Bourbon-like","","","USA","Grain"
"Tincup American Whiskey","8.15","0.32","7","$$","Bourbon-like","","","USA","Bourbon"
"Evan Williams 1783 Small Batch","8.13","0.45","3","$","Bourbon-like","","","USA","Bourbon"
"Wild Turkey 81 Bourbon","8.13","0.39","13","$","Bourbon-like","","","USA","Bourbon"
"Old Forester","8.11","0.45","11","$$","Bourbon-like","","","USA","Bourbon"
"Old Forester 1897 BiB","8.09","0.75","3","$$$","Bourbon-like","","","USA","Bourbon"
"Henry McKenna Straight Bourbon","8.07","0.07","3","$","Bourbon-like","","","USA","Bourbon"
"Jim Beam Devil's Cut","8.05","0.52","16","$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's Old No. 7","8.03","0.39","13","$$","Bourbon-like","","","USA","Bourbon"
"Old Grand-Dad Bourbon (80/86 Proof)","8.03","0.52","10","$$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's No. 27 Gold Double Barrelled","8.01","0.09","3","$$$$","Bourbon-like","","","USA","Bourbon"
"Wild Turkey 81 Rye","8.01","0.17","6","$$","Bourbon-like","","","USA","Bourbon"
"66 Gilead The Wild Oak","7.98","0.57","5","$$","Bourbon-like","","","Canada","Blend"
"Old Fitzgerald BiB","7.95","0.43","4","$$$","Bourbon-like","","","USA","Bourbon"
"Jefferson's Very Small Batch Bourbon","7.92","0.70","8","$$","Bourbon-like","","","USA","Bourbon"
"Jack Daniel's Gentleman Jack","7.91","0.36","12","$$","Bourbon-like","","","USA","Bourbon"
"Redemption High Rye Bourbon","7.83","0.41","4","$$","Bourbon-like","","","USA","Bourbon"
"Jim Beam White Label","7.64","0.50","17","$","Bourbon-like","","","USA","Bourbon"
"Ancient Age Kentucky Straight Bourbon","7.63","0.64","6","$","Bourbon-like","","","USA","Bourbon"
"Jim Beam Red Stag (Black Cherry)","7.45","0.95","4","$","Bourbon-like","","","USA","Flavoured"
